Component1,Component2,Component3,Component4,Component5,Component6,Component7,Component8,Component9,Component10,Component11,Component12,Component13,Component14,Component15,Component16,Component17,Component18,Component19,Component20,Component21,Component22,Component23,Component24,Component25,Component26,Component27,Component28,Component29,Component30,_subclass_
-0.4746567987834886,-0.28231927021577985,-0.32135158834484995,-0.4265723103854923,-0.3670538057220641,0.17774056337283173,0.030038617276328915,-0.015337489474970588,-0.053240597985417026,-0.011185101653249378,0.00017591178423990262,0.013588044773472361,-0.0457291497058958,0.005647931250648421,0.007369455409672682,-0.0004829821735048128,-0.009078354862685304,-0.01671759498106517,-0.009515753392523325,-0.04079579605488957,-0.005156573429341572,-7.621176177054692e-17,1.1928968522152033e-17,7.046357713127724e-17,3.536420109235073e-17,-1.3773695965697035e-17,6.015145829401822e-18,6.119253130481622e-17,7.169941972030969e-17,-3.692110926703095e-18,T
-0.5346290760741222,-0.40716491715164366,-0.46971238706056384,-0.7117574335344654,-1.1543129996079742,0.6625409999585645,0.056749444825374536,0.08606738234048757,-0.03179855222410567,0.002483694739358254,-0.028901008300784146,0.0353836007682932,-0.015286903602439901,0.031028179630292828,0.05623525711945385,0.010021112404543956,-0.013846381837779193,-0.04935519805951886,0.024242594901334274,-0.09857703350104505,0.0030924164021902075,-2.0700610539289083e-17,9.519569536903878e-17,1.8148587959379288e-16,6.311977670797965e-17,-9.704042281258377e-17,-2.174042978622709e-17,8.894810692044513e-17,1.8272172218282533e-16,-3.692110926703095e-18,T
-0.05539677645134053,-0.5561904050299828,-0.4119389148979296,-0.6124554997532334,-1.2770390711432134,0.60278941978868,-0.3158824961184402,0.4940120799756628,0.7697213358175129,0.12886062015291586,0.00807135791317352,-0.23031483643990772,0.08211704776470803,-0.04469768269032659,-0.24006636549316426,-0.07362155067089335,0.03892971481334262,-0.043051954962421285,-0.25176185682412494,0.6007919130730786,0.05331984757596873,-2.1498963984869148e-16,-2.3093231811460095e-16,2.6475260644067965e-16,-1.5198593431314443e-16,3.3317099922966437e-16,-3.409295493659596e-16,1.1670368253607405e-16,5.36605311282094e-16,1.3508576715144148e-16,T
-0.5346290760741222,-0.40716491715164366,-0.46971238706056384,-0.7117574335344654,-1.1543129996079742,0.6625409999585645,0.056749444825374536,0.08606738234048757,-0.03179855222410567,0.002483694739358254,-0.028901008300784146,0.0353836007682932,-0.015286903602439901,0.031028179630292828,0.05623525711945385,0.010021112404543956,-0.013846381837779193,-0.04935519805951886,0.024242594901334274,-0.09857703350104505,0.0030924164021902075,-2.0700610539289083e-17,9.519569536903878e-17,1.8148587959379288e-16,6.311977670797965e-17,-9.704042281258377e-17,-2.174042978622709e-17,8.894810692044513e-17,1.8272172218282533e-16,-3.692110926703095e-18,T
-0.4746567987834886,-0.28231927021577985,-0.32135158834484995,-0.4265723103854923,-0.3670538057220641,0.17774056337283173,0.030038617276328915,-0.015337489474970588,-0.053240597985417026,-0.011185101653249378,0.00017591178423990262,0.013588044773472361,-0.0457291497058958,0.005647931250648421,0.007369455409672682,-0.0004829821735048128,-0.009078354862685304,-0.01671759498106517,-0.009515753392523325,-0.04079579605488957,-0.005156573429341572,-7.621176177054692e-17,1.1928968522152033e-17,7.046357713127724e-17,3.536420109235073e-17,-1.3773695965697035e-17,6.015145829401822e-18,6.119253130481622e-17,7.169941972030969e-17,-3.692110926703095e-18,T
-0.5346290760741222,-0.40716491715164366,-0.46971238706056384,-0.7117574335344654,-1.1543129996079742,0.6625409999585645,0.056749444825374536,0.08606738234048757,-0.03179855222410567,0.002483694739358254,-0.028901008300784146,0.0353836007682932,-0.015286903602439901,0.031028179630292828,0.05623525711945385,0.010021112404543956,-0.013846381837779193,-0.04935519805951886,0.024242594901334274,-0.09857703350104505,0.0030924164021902075,-2.0700610539289083e-17,9.519569536903878e-17,1.8148587959379288e-16,6.311977670797965e-17,-9.704042281258377e-17,-2.174042978622709e-17,8.894810692044513e-17,1.8272172218282533e-16,-3.692110926703095e-18,T
-0.4746567987834886,-0.28231927021577985,-0.32135158834484995,-0.4265723103854923,-0.3670538057220641,0.17774056337283173,0.030038617276328915,-0.015337489474970588,-0.053240597985417026,-0.011185101653249378,0.00017591178423990262,0.013588044773472361,-0.0457291497058958,0.005647931250648421,0.007369455409672682,-0.0004829821735048128,-0.009078354862685304,-0.01671759498106517,-0.009515753392523325,-0.04079579605488957,-0.005156573429341572,-7.621176177054692e-17,1.1928968522152033e-17,7.046357713127724e-17,3.536420109235073e-17,-1.3773695965697035e-17,6.015145829401822e-18,6.119253130481622e-17,7.169941972030969e-17,-3.692110926703095e-18,T
-0.29537421458974483,-0.3457675663963896,-0.3177546183115166,-0.44192817171625826,-0.43165557556692413,0.13159571109061408,0.11671348975422025,-0.13954289790358718,-0.0873752847677669,0.05243343692105448,-0.05434865421045591,0.05821970913238854,-0.05985930635571103,-0.19227529137631702,0.018834457817006975,0.09731631949222203,0.17218106597684413,0.693550151370745,0.5321433881434694,0.16819224543684214,-0.03139350573887096,-2.1498963984869148e-16,-5.293047559826118e-16,1.5373030397816397e-16,1.4547519380629047e-17,1.7357643943979812e-16,-7.725158101748492e-17,1.5833704595951742e-16,-8.097860174623435e-18,-5.920326215796092e-17,T
-0.4146845214928549,-0.1574736232799161,-0.172990789629136,-0.1413871872365192,0.42020538816384573,-0.30705987321290107,0.0033277897272832938,-0.11674236129042877,-0.07468264374672838,-0.024853898045857005,0.02925283186926395,-0.008207511221348485,-0.07617139580935171,-0.019732317128995973,-0.041496346300108504,-0.010987076751553582,-0.004310327887591419,0.015920008097388538,-0.04327410168638093,0.016985441391265933,-0.013405563260873356,-1.3172291300180474e-16,-7.13377583247347e-17,-4.055872533123841e-17,7.608625476721818e-18,6.949303088118971e-17,3.377072144503073e-17,3.343695568918731e-17,-3.932288274220596e-17,-3.692110926703095e-18,P
-0.4746567987834886,-0.28231927021577985,-0.32135158834484995,-0.4265723103854923,-0.3670538057220641,0.17774056337283173,0.030038617276328915,-0.015337489474970588,-0.053240597985417026,-0.011185101653249378,0.00017591178423990262,0.013588044773472361,-0.0457291497058958,0.005647931250648421,0.007369455409672682,-0.0004829821735048128,-0.009078354862685304,-0.01671759498106517,-0.009515753392523325,-0.04079579605488957,-0.005156573429341572,-7.621176177054692e-17,1.1928968522152033e-17,7.046357713127724e-17,3.536420109235073e-17,-1.3773695965697035e-17,6.015145829401822e-18,6.119253130481622e-17,7.169941972030969e-17,-3.692110926703095e-18,T
-0.4746567987834886,-0.28231927021577985,-0.32135158834484995,-0.4265723103854923,-0.3670538057220641,0.17774056337283173,0.030038617276328915,-0.015337489474970588,-0.053240597985417026,-0.011185101653249378,0.00017591178423990262,0.013588044773472361,-0.0457291497058958,0.005647931250648421,0.007369455409672682,-0.0004829821735048128,-0.009078354862685304,-0.01671759498106517,-0.009515753392523325,-0.04079579605488957,-0.005156573429341572,-7.621176177054692e-17,1.1928968522152033e-17,7.046357713127724e-17,3.536420109235073e-17,-1.3773695965697035e-17,6.015145829401822e-18,6.119253130481622e-17,7.169941972030969e-17,-3.692110926703095e-18,T
-0.4746567987834886,-0.28231927021577985,-0.32135158834484995,-0.4265723103854923,-0.3670538057220641,0.17774056337283173,0.030038617276328915,-0.015337489474970588,-0.053240597985417026,-0.011185101653249378,0.00017591178423990262,0.013588044773472361,-0.0457291497058958,0.005647931250648421,0.007369455409672682,-0.0004829821735048128,-0.009078354862685304,-0.01671759498106517,-0.009515753392523325,-0.04079579605488957,-0.005156573429341572,-7.621176177054692e-17,1.1928968522152033e-17,7.046357713127724e-17,3.536420109235073e-17,-1.3773695965697035e-17,6.015145829401822e-18,6.119253130481622e-17,7.169941972030969e-17,-3.692110926703095e-18,T
-0.4746567987834886,-0.28231927021577985,-0.32135158834484995,-0.4265723103854923,-0.3670538057220641,0.17774056337283173,0.030038617276328915,-0.015337489474970588,-0.053240597985417026,-0.011185101653249378,0.00017591178423990262,0.013588044773472361,-0.0457291497058958,0.005647931250648421,0.007369455409672682,-0.0004829821735048128,-0.009078354862685304,-0.01671759498106517,-0.009515753392523325,-0.04079579605488957,-0.005156573429341572,-7.621176177054692e-17,1.1928968522152033e-17,7.046357713127724e-17,3.536420109235073e-17,-1.3773695965697035e-17,6.015145829401822e-18,6.119253130481622e-17,7.169941972030969e-17,-3.692110926703095e-18,T
-0.4746567987834886,-0.28231927021577985,-0.32135158834484995,-0.4265723103854923,-0.3670538057220641,0.17774056337283173,0.030038617276328915,-0.015337489474970588,-0.053240597985417026,-0.011185101653249378,0.00017591178423990262,0.013588044773472361,-0.0457291497058958,0.005647931250648421,0.007369455409672682,-0.0004829821735048128,-0.009078354862685304,-0.01671759498106517,-0.009515753392523325,-0.04079579605488957,-0.005156573429341572,-7.621176177054692e-17,1.1928968522152033e-17,7.046357713127724e-17,3.536420109235073e-17,-1.3773695965697035e-17,6.015145829401822e-18,6.119253130481622e-17,7.169941972030969e-17,-3.692110926703095e-18,T
-0.4746567987834886,-0.28231927021577985,-0.32135158834484995,-0.4265723103854923,-0.3670538057220641,0.17774056337283173,0.030038617276328915,-0.015337489474970588,-0.053240597985417026,-0.011185101653249378,0.00017591178423990262,0.013588044773472361,-0.0457291497058958,0.005647931250648421,0.007369455409672682,-0.0004829821735048128,-0.009078354862685304,-0.01671759498106517,-0.009515753392523325,-0.04079579605488957,-0.005156573429341572,-7.621176177054692e-17,1.1928968522152033e-17,7.046357713127724e-17,3.536420109235073e-17,-1.3773695965697035e-17,6.015145829401822e-18,6.119253130481622e-17,7.169941972030969e-17,-3.692110926703095e-18,T
-0.4746567987834886,-0.28231927021577985,-0.32135158834484995,-0.4265723103854923,-0.3670538057220641,0.17774056337283173,0.030038617276328915,-0.015337489474970588,-0.053240597985417026,-0.011185101653249378,0.00017591178423990262,0.013588044773472361,-0.0457291497058958,0.005647931250648421,0.007369455409672682,-0.0004829821735048128,-0.009078354862685304,-0.01671759498106517,-0.009515753392523325,-0.04079579605488957,-0.005156573429341572,-7.621176177054692e-17,1.1928968522152033e-17,7.046357713127724e-17,3.536420109235073e-17,-1.3773695965697035e-17,6.015145829401822e-18,6.119253130481622e-17,7.169941972030969e-17,-3.692110926703095e-18,T
-0.4746567987834886,-0.28231927021577985,-0.32135158834484995,-0.4265723103854923,-0.3670538057220641,0.17774056337283173,0.030038617276328915,-0.015337489474970588,-0.053240597985417026,-0.011185101653249378,0.00017591178423990262,0.013588044773472361,-0.0457291497058958,0.005647931250648421,0.007369455409672682,-0.0004829821735048128,-0.009078354862685304,-0.01671759498106517,-0.009515753392523325,-0.04079579605488957,-0.005156573429341572,-7.621176177054692e-17,1.1928968522152033e-17,7.046357713127724e-17,3.536420109235073e-17,-1.3773695965697035e-17,6.015145829401822e-18,6.119253130481622e-17,7.169941972030969e-17,-3.692110926703095e-18,T
-0.4746567987834886,-0.28231927021577985,-0.32135158834484995,-0.4265723103854923,-0.3670538057220641,0.17774056337283173,0.030038617276328915,-0.015337489474970588,-0.053240597985417026,-0.011185101653249378,0.00017591178423990262,0.013588044773472361,-0.0457291497058958,0.005647931250648421,0.007369455409672682,-0.0004829821735048128,-0.009078354862685304,-0.01671759498106517,-0.009515753392523325,-0.04079579605488957,-0.005156573429341572,-7.621176177054692e-17,1.1928968522152033e-17,7.046357713127724e-17,3.536420109235073e-17,-1.3773695965697035e-17,6.015145829401822e-18,6.119253130481622e-17,7.169941972030969e-17,-3.692110926703095e-18,T
-0.4746567987834886,-0.28231927021577985,-0.32135158834484995,-0.4265723103854923,-0.3670538057220641,0.17774056337283173,0.030038617276328915,-0.015337489474970588,-0.053240597985417026,-0.011185101653249378,0.00017591178423990262,0.013588044773472361,-0.0457291497058958,0.005647931250648421,0.007369455409672682,-0.0004829821735048128,-0.009078354862685304,-0.01671759498106517,-0.009515753392523325,-0.04079579605488957,-0.005156573429341572,-7.621176177054692e-17,1.1928968522152033e-17,7.046357713127724e-17,3.536420109235073e-17,-1.3773695965697035e-17,6.015145829401822e-18,6.119253130481622e-17,7.169941972030969e-17,-3.692110926703095e-18,T
-0.4746567987834886,-0.28231927021577985,-0.32135158834484995,-0.4265723103854923,-0.3670538057220641,0.17774056337283173,0.030038617276328915,-0.015337489474970588,-0.053240597985417026,-0.011185101653249378,0.00017591178423990262,0.013588044773472361,-0.0457291497058958,0.005647931250648421,0.007369455409672682,-0.0004829821735048128,-0.009078354862685304,-0.01671759498106517,-0.009515753392523325,-0.04079579605488957,-0.005156573429341572,-7.621176177054692e-17,1.1928968522152033e-17,7.046357713127724e-17,3.536420109235073e-17,-1.3773695965697035e-17,6.015145829401822e-18,6.119253130481622e-17,7.169941972030969e-17,-3.692110926703095e-18,T
-0.4146845214928549,-0.1574736232799161,-0.172990789629136,-0.1413871872365192,0.42020538816384573,-0.30705987321290107,0.0033277897272832938,-0.11674236129042877,-0.07468264374672838,-0.024853898045857005,0.02925283186926395,-0.008207511221348485,-0.07617139580935171,-0.019732317128995973,-0.041496346300108504,-0.010987076751553582,-0.004310327887591419,0.015920008097388538,-0.04327410168638093,0.016985441391265933,-0.013405563260873356,-1.3172291300180474e-16,-7.13377583247347e-17,-4.055872533123841e-17,7.608625476721818e-18,6.949303088118971e-17,3.377072144503073e-17,3.343695568918731e-17,-3.932288274220596e-17,-3.692110926703095e-18,G
-0.4146845214928549,-0.1574736232799161,-0.172990789629136,-0.1413871872365192,0.42020538816384573,-0.30705987321290107,0.0033277897272832938,-0.11674236129042877,-0.07468264374672838,-0.024853898045857005,0.02925283186926395,-0.008207511221348485,-0.07617139580935171,-0.019732317128995973,-0.041496346300108504,-0.010987076751553582,-0.004310327887591419,0.015920008097388538,-0.04327410168638093,0.016985441391265933,-0.013405563260873356,-1.3172291300180474e-16,-7.13377583247347e-17,-4.055872533123841e-17,7.608625476721818e-18,6.949303088118971e-17,3.377072144503073e-17,3.343695568918731e-17,-3.932288274220596e-17,-3.692110926703095e-18,G
-0.4146845214928549,-0.1574736232799161,-0.172990789629136,-0.1413871872365192,0.42020538816384573,-0.30705987321290107,0.0033277897272832938,-0.11674236129042877,-0.07468264374672838,-0.024853898045857005,0.02925283186926395,-0.008207511221348485,-0.07617139580935171,-0.019732317128995973,-0.041496346300108504,-0.010987076751553582,-0.004310327887591419,0.015920008097388538,-0.04327410168638093,0.016985441391265933,-0.013405563260873356,-1.3172291300180474e-16,-7.13377583247347e-17,-4.055872533123841e-17,7.608625476721818e-18,6.949303088118971e-17,3.377072144503073e-17,3.343695568918731e-17,-3.932288274220596e-17,-3.692110926703095e-18,G
-0.4146845214928549,-0.1574736232799161,-0.172990789629136,-0.1413871872365192,0.42020538816384573,-0.30705987321290107,0.0033277897272832938,-0.11674236129042877,-0.07468264374672838,-0.024853898045857005,0.02925283186926395,-0.008207511221348485,-0.07617139580935171,-0.019732317128995973,-0.041496346300108504,-0.010987076751553582,-0.004310327887591419,0.015920008097388538,-0.04327410168638093,0.016985441391265933,-0.013405563260873356,-1.3172291300180474e-16,-7.13377583247347e-17,-4.055872533123841e-17,7.608625476721818e-18,6.949303088118971e-17,3.377072144503073e-17,3.343695568918731e-17,-3.932288274220596e-17,-3.692110926703095e-18,G
-0.4146845214928549,-0.1574736232799161,-0.172990789629136,-0.1413871872365192,0.42020538816384573,-0.30705987321290107,0.0033277897272832938,-0.11674236129042877,-0.07468264374672838,-0.024853898045857005,0.02925283186926395,-0.008207511221348485,-0.07617139580935171,-0.019732317128995973,-0.041496346300108504,-0.010987076751553582,-0.004310327887591419,0.015920008097388538,-0.04327410168638093,0.016985441391265933,-0.013405563260873356,-1.3172291300180474e-16,-7.13377583247347e-17,-4.055872533123841e-17,7.608625476721818e-18,6.949303088118971e-17,3.377072144503073e-17,3.343695568918731e-17,-3.932288274220596e-17,-3.692110926703095e-18,G
-0.4746567987834886,-0.28231927021577985,-0.32135158834484995,-0.4265723103854923,-0.3670538057220641,0.17774056337283173,0.030038617276328915,-0.015337489474970588,-0.053240597985417026,-0.011185101653249378,0.00017591178423990262,0.013588044773472361,-0.0457291497058958,0.005647931250648421,0.007369455409672682,-0.0004829821735048128,-0.009078354862685304,-0.01671759498106517,-0.009515753392523325,-0.04079579605488957,-0.005156573429341572,-7.621176177054692e-17,1.1928968522152033e-17,7.046357713127724e-17,3.536420109235073e-17,-1.3773695965697035e-17,6.015145829401822e-18,6.119253130481622e-17,7.169941972030969e-17,-3.692110926703095e-18,T
-0.4746567987834886,-0.28231927021577985,-0.32135158834484995,-0.4265723103854923,-0.3670538057220641,0.17774056337283173,0.030038617276328915,-0.015337489474970588,-0.053240597985417026,-0.011185101653249378,0.00017591178423990262,0.013588044773472361,-0.0457291497058958,0.005647931250648421,0.007369455409672682,-0.0004829821735048128,-0.009078354862685304,-0.01671759498106517,-0.009515753392523325,-0.04079579605488957,-0.005156573429341572,-7.621176177054692e-17,1.1928968522152033e-17,7.046357713127724e-17,3.536420109235073e-17,-1.3773695965697035e-17,6.015145829401822e-18,6.119253130481622e-17,7.169941972030969e-17,-3.692110926703095e-18,T
-0.4746567987834886,-0.28231927021577985,-0.32135158834484995,-0.4265723103854923,-0.3670538057220641,0.17774056337283173,0.030038617276328915,-0.015337489474970588,-0.053240597985417026,-0.011185101653249378,0.00017591178423990262,0.013588044773472361,-0.0457291497058958,0.005647931250648421,0.007369455409672682,-0.0004829821735048128,-0.009078354862685304,-0.01671759498106517,-0.009515753392523325,-0.04079579605488957,-0.005156573429341572,-7.621176177054692e-17,1.1928968522152033e-17,7.046357713127724e-17,3.536420109235073e-17,-1.3773695965697035e-17,6.015145829401822e-18,6.119253130481622e-17,7.169941972030969e-17,-3.692110926703095e-18,T
-0.4146845214928549,-0.1574736232799161,-0.172990789629136,-0.1413871872365192,0.42020538816384573,-0.30705987321290107,0.0033277897272832938,-0.11674236129042877,-0.07468264374672838,-0.024853898045857005,0.02925283186926395,-0.008207511221348485,-0.07617139580935171,-0.019732317128995973,-0.041496346300108504,-0.010987076751553582,-0.004310327887591419,0.015920008097388538,-0.04327410168638093,0.016985441391265933,-0.013405563260873356,-1.3172291300180474e-16,-7.13377583247347e-17,-4.055872533123841e-17,7.608625476721818e-18,6.949303088118971e-17,3.377072144503073e-17,3.343695568918731e-17,-3.932288274220596e-17,-3.692110926703095e-18,T
-0.4746567987834886,-0.28231927021577985,-0.32135158834484995,-0.4265723103854923,-0.3670538057220641,0.17774056337283173,0.030038617276328915,-0.015337489474970588,-0.053240597985417026,-0.011185101653249378,0.00017591178423990262,0.013588044773472361,-0.0457291497058958,0.005647931250648421,0.007369455409672682,-0.0004829821735048128,-0.009078354862685304,-0.01671759498106517,-0.009515753392523325,-0.04079579605488957,-0.005156573429341572,-7.621176177054692e-17,1.1928968522152033e-17,7.046357713127724e-17,3.536420109235073e-17,-1.3773695965697035e-17,6.015145829401822e-18,6.119253130481622e-17,7.169941972030969e-17,-3.692110926703095e-18,T
-0.4746567987834886,-0.28231927021577985,-0.32135158834484995,-0.4265723103854923,-0.3670538057220641,0.17774056337283173,0.030038617276328915,-0.015337489474970588,-0.053240597985417026,-0.011185101653249378,0.00017591178423990262,0.013588044773472361,-0.0457291497058958,0.005647931250648421,0.007369455409672682,-0.0004829821735048128,-0.009078354862685304,-0.01671759498106517,-0.009515753392523325,-0.04079579605488957,-0.005156573429341572,-7.621176177054692e-17,1.1928968522152033e-17,7.046357713127724e-17,3.536420109235073e-17,-1.3773695965697035e-17,6.015145829401822e-18,6.119253130481622e-17,7.169941972030969e-17,-3.692110926703095e-18,T
-0.14595269901344146,-0.2973223695129565,-0.2803689310451662,0.8825741286500235,0.19618731837161574,-0.1426440022781189,-0.3214801636521793,-0.014695380095370721,0.6167125639717506,0.012599826490911448,-0.04521197796927975,-0.31160017585828287,0.00678621857305103,-0.008797562024307932,-0.19908901861097109,-0.08814605854259289,-0.01044418420007207,0.035516446092551675,0.05947754046533458,-0.12439285774286836,0.08296940146260251,-2.0111185204087703e-16,1.1928968522152033e-17,4.270800151564833e-17,1.255698218431447e-16,-9.704042281258377e-17,-2.174042978622709e-17,-4.9829771157699433e-17,-1.8506201030484278e-17,8.99829567760445e-17,I
-0.4374299575371619,-0.21260141986080294,-0.3420956390083014,0.7674363221079653,0.2273567690406184,-0.14606556923377323,0.09636152341684544,-0.19566188787475638,-0.14608327239642166,-0.043169410577115805,-0.1124687555461709,-0.10800781682012256,-0.04945871159672102,0.0197173117900975,-0.1499028400045634,-0.028790881211259892,-0.0023246630522670174,-0.0587498157669144,0.048423739913722355,0.02547776328844595,-0.017416369440319542,-6.822822731474626e-18,1.1928968522152033e-17,-6.831430094686733e-17,6.311977670797965e-17,-4.1529271581325945e-17,1.989293363721628e-17,-2.207419554207052e-17,1.6188268489051864e-17,3.447180554478666e-17,I
-0.5008873516306858,-0.2375372663555873,-1.1772445031876735,4.706916990066297,-0.6230292227419674,0.4397013014980677,0.45539714188241115,0.10102688438801488,-0.5790538364263612,-0.07185533033672921,-0.3346465805408313,-0.08526189679865631,0.04109874165572293,0.17521379988508862,-0.014212296580067351,0.13996702669060673,0.0025556807354582935,0.207604574307695,-0.20279623153265633,-0.020533647745886053,0.1863607568036124,-4.3009535086981556e-16,-2.2399342421069373e-16,-2.903589058718986e-16,3.47614426768176e-16,-3.0520723992980064e-16,-8.072102796943854e-17,-2.371799065631946e-16,-5.320067055002042e-17,1.3161632019948786e-16,I
-0.141794429917127,-0.03909428781284108,-0.593732608875478,1.807954897577852,-0.029002087251172756,-0.032732334057463675,-0.2477539297485418,-0.12658691188133203,0.6717717478753761,0.04607168553503721,-0.39899140937177224,-0.5679762568558739,0.04099679703982337,-0.3818067814018399,0.33597638876728486,-0.1384163989399691,0.02579945006030587,-0.2832879090979843,0.24234478010504848,0.021173771539919548,-0.2580288408694972,9.726058582713379e-17,-1.582660709347688e-17,-9.606987656249624e-17,2.3659212430566034e-16,-2.8439055821807895e-16,-1.0500715663311383e-16,3.343695568918731e-17,2.0353840389454702e-16,5.875793420846197e-17,I
-0.05106320432891504,-0.49169792671638146,-0.7045095377999565,3.2001971048045057,-0.33182844966271735,0.18768240819567353,-0.3031157408550696,0.07423709147011755,0.4994487005480362,0.1511904031515991,1.1039719356643571,0.8592663086269852,-0.06064554849891414,-0.11464818297800487,0.22697634194089616,-0.04555853014005457,-0.018118346344497247,0.03554632635939992,-0.065963693667247,0.012318955072541394,-0.13540809530592507,6.037998408123615e-16,-8.762494511779732e-16,5.006749991735254e-16,1.8108097307440253e-16,-9.704042281258377e-17,-2.867932369013432e-17,2.277259849985897e-16,9.251610143203138e-17,4.834959335260112e-17,I
